invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I199501,C274950,Female,37,Clothing,1,300.08,Debit Card,10/02/2021,Metrocity,300.08,2021-02,26-40
I192620,C562299,Female,36,Technology,5,5250,Cash,12/11/2021,Metrocity,26250,2021-11,26-40
I212113,C267678,Female,25,Clothing,4,1200.32,Debit Card,09/12/2021,Emaar Square Mall,4801.28,2021-12,18-25
I315642,C287007,Female,67,Toys,4,143.36,Cash,04/02/2021,Kanyon,573.44,2021-02,60+
I186915,C145654,Female,50,Cosmetics,5,203.3,Cash,06/08/2022,Cevahir AVM,1016.5,2022-08,41-60
I557363,C428126,Male,23,Clothing,4,1200.32,Cash,04/07/2021,Zorlu Center,4801.28,2021-07,18-25
I213036,C150383,Female,57,Toys,1,35.84,Credit Card,03/09/2022,Forum Istanbul,35.84,2022-09,41-60
I288556,C315204,Male,64,Food & Beverage,1,5.23,Debit Card,03/02/2023,Mall of Istanbul,5.23,2023-02,60+
I250715,C291623,Male,59,Clothing,3,900.24,Debit Card,03/11/2022,Metrocity,2700.72,2022-11,41-60
I163956,C229973,Male,52,Cosmetics,3,121.98,Credit Card,06/01/2022,Cevahir AVM,365.94,2022-01,41-60
I232305,C102200,Female,67,Food & Beverage,3,15.69,Cash,09/03/2022,Metrocity,47.07,2022-03,60+
I188673,C879653,Female,18,Cosmetics,4,162.64,Cash,02/10/2023,Kanyon,650.56,2023-10,18-25
I336025,C132533,Female,60,Clothing,1,300.08,Credit Card,05/06/2022,Istinye Park,300.08,2022-06,41-60
I101093,C301696,Female,43,Clothing,4,1200.32,Cash,07/05/2021,Mall of Istanbul,4801.28,2021-05,41-60
I107892,C230737,Male,37,Shoes,3,1800.51,Credit Card,02/06/2023,Metrocity,5401.53,2023-06,26-40
I137545,C186386,Male,23,Books,2,30.3,Debit Card,01/03/2023,Emaar Square Mall,60.6,2023-03,18-25
I242757,C173566,Female,64,Clothing,1,300.08,Credit Card,11/02/2022,Mall of Istanbul,300.08,2022-02,60+
I557346,C223607,Male,42,Clothing,5,1500.4,Cash,02/09/2022,Kanyon,7502,2022-09,41-60
I282006,C310304,Male,59,Clothing,5,1500.4,Credit Card,07/08/2021,Emaar Square Mall,7502,2021-08,41-60
I191003,C292724,Male,23,Clothing,1,300.08,Credit Card,12/08/2022,Viaport Outlet,300.08,2022-08,18-25
I230626,C872588,Female,65,Books,5,75.75,Cash,06/12/2022,Emaar Square Mall,378.75,2022-12,60+
I218372,C236840,Female,38,Cosmetics,3,121.98,Cash,08/01/2021,Emaar Square Mall,365.94,2021-01,26-40
I416736,C305656,Male,28,Food & Beverage,3,15.69,Debit Card,04/08/2021,Kanyon,47.07,2021-08,26-40
I257468,C223871,Male,61,Clothing,3,900.24,Credit Card,02/10/2022,Kanyon,2700.72,2022-10,60+
I319276,C906471,Male,50,Clothing,2,600.16,Credit Card,04/11/2021,Metropol AVM,1200.32,2021-11,41-60
I279658,C127674,Female,28,Shoes,4,2400.68,Debit Card,11/08/2022,Metrocity,9602.72,2022-08,26-40
I334319,C422943,Male,54,Toys,4,143.36,Credit Card,09/07/2021,Mall of Istanbul,573.44,2021-07,41-60
I272194,C329876,Female,42,Clothing,4,1200.32,Cash,03/01/2021,Kanyon,4801.28,2021-01,41-60
I236555,C286926,Female,68,Clothing,1,300.08,Cash,02/02/2023,Kanyon,300.08,2023-02,60+
I162122,C864824,Male,31,Clothing,1,300.08,Cash,10/03/2021,Istinye Park,300.08,2021-03,26-40
I162736,C238551,Female,21,Clothing,1,300.08,Credit Card,11/09/2022,Viaport Outlet,300.08,2022-09,18-25
I460915,C127591,Male,35,Clothing,5,1500.4,Credit Card,12/06/2021,Kanyon,7502,2021-06,26-40
I288738,C187394,Female,48,Clothing,2,600.16,Cash,12/10/2022,Metropol AVM,1200.32,2022-10,41-60
I331125,C237135,Male,42,Toys,3,107.52,Cash,02/10/2023,Emaar Square Mall,322.56,2023-10,41-60
I971212,C226314,Female,33,Technology,3,3150,Debit Card,09/09/2022,Mall of Istanbul,9450,2022-09,26-40
I331871,C102425,Female,68,Shoes,1,600.17,Cash,06/08/2022,Metrocity,600.17,2022-08,60+
I198362,C764278,Male,69,Toys,2,71.68,Credit Card,09/03/2021,Istinye Park,143.36,2021-03,60+
I132566,C333279,Male,28,Shoes,5,3000.85,Cash,09/05/2022,Metropol AVM,15004.25,2022-05,26-40
I206018,C133364,Female,51,Technology,1,1050,Debit Card,05/04/2021,Mall of Istanbul,1050,2021-04,41-60
I282539,C205758,Female,23,Clothing,2,600.16,Debit Card,02/07/2023,Kanyon,1200.32,2023-07,18-25
I864084,C800822,Male,34,Shoes,5,3000.85,Debit Card,07/07/2022,Metrocity,15004.25,2022-07,26-40
I311355,C158824,Female,53,Technology,4,4200,Credit Card,12/07/2022,Metrocity,16800,2022-07,41-60
I664716,C140256,Female,43,Cosmetics,4,162.64,Debit Card,09/04/2022,Metrocity,650.56,2022-04,41-60
I382954,C279838,Male,29,Clothing,5,1500.4,Cash,10/07/2022,Mall of Istanbul,7502,2022-07,26-40
I259045,C430991,Female,54,Food & Beverage,3,15.69,Debit Card,03/06/2021,Metrocity,47.07,2021-06,41-60
I202943,C158905,Female,23,Food & Beverage,4,20.92,Cash,09/06/2022,Metrocity,83.68,2022-06,18-25
I173910,C226969,Female,20,Toys,5,179.2,Debit Card,10/12/2021,Metrocity,896,2021-12,18-25
I157327,C170281,Female,57,Clothing,2,600.16,Cash,01/01/2023,Metrocity,1200.32,2023-01,41-60
I185127,C283957,Female,24,Clothing,2,600.16,Credit Card,11/01/2022,Kanyon,1200.32,2022-01,18-25
I531610,C260257,Female,31,Food & Beverage,2,10.46,Debit Card,03/12/2022,Metrocity,20.92,2022-12,26-40
I110906,C676130,Female,32,Souvenir,5,58.65,Debit Card,12/10/2021,Mall of Istanbul,293.25,2021-10,26-40
I147930,C165665,Female,38,Clothing,1,300.08,Credit Card,07/01/2021,Viaport Outlet,300.08,2021-01,26-40
I708562,C942900,Male,35,Cosmetics,2,81.32,Credit Card,07/03/2022,Istinye Park,162.64,2022-03,26-40
I223043,C237545,Female,63,Food & Beverage,5,26.15,Credit Card,03/07/2022,Metropol AVM,130.75,2022-07,60+
I327651,C308261,Female,51,Shoes,1,600.17,Cash,06/04/2021,Metrocity,600.17,2021-04,41-60
I318370,C235099,Female,44,Clothing,2,600.16,Cash,06/03/2022,Metrocity,1200.32,2022-03,41-60
I301142,C618511,Female,18,Toys,1,35.84,Credit Card,10/07/2022,Mall of Istanbul,35.84,2022-07,18-25
I721809,C239058,Female,25,Cosmetics,2,81.32,Debit Card,08/02/2021,Forum Istanbul,162.64,2021-02,18-25
I146792,C194564,Male,61,Clothing,4,1200.32,Debit Card,04/11/2022,Zorlu Center,4801.28,2022-11,60+
I235646,C164712,Male,48,Cosmetics,2,81.32,Debit Card,01/06/2021,Forum Istanbul,162.64,2021-06,41-60
I381179,C379141,Female,56,Food & Beverage,1,5.23,Cash,08/08/2021,Emaar Square Mall,5.23,2021-08,41-60
I669562,C950160,Female,25,Technology,3,3150,Cash,10/03/2022,Forum Istanbul,9450,2022-03,18-25
I699942,C174997,Male,43,Clothing,1,300.08,Debit Card,04/11/2022,Mall of Istanbul,300.08,2022-11,41-60
I226136,C225019,Male,20,Cosmetics,3,121.98,Cash,11/10/2021,Forum Istanbul,365.94,2021-10,18-25
I356046,C111601,Female,58,Clothing,5,1500.4,Credit Card,07/01/2022,Metrocity,7502,2022-01,41-60
I166515,C338307,Female,39,Food & Beverage,1,5.23,Debit Card,03/09/2021,Zorlu Center,5.23,2021-09,26-40
I305041,C135716,Female,22,Souvenir,1,11.73,Cash,04/02/2022,Metrocity,11.73,2022-02,18-25
I205417,C284846,Male,27,Toys,3,107.52,Credit Card,05/12/2021,Viaport Outlet,322.56,2021-12,26-40
I248839,C292686,Female,40,Technology,5,5250,Credit Card,02/10/2021,Zorlu Center,26250,2021-10,26-40
I234653,C122517,Male,46,Food & Beverage,2,10.46,Credit Card,12/03/2022,Metropol AVM,20.92,2022-03,41-60
I146489,C259483,Male,50,Toys,2,71.68,Debit Card,03/04/2021,Kanyon,143.36,2021-04,41-60
I217488,C137562,Female,46,Shoes,3,1800.51,Cash,05/10/2022,Zorlu Center,5401.53,2022-10,41-60
I716603,C140121,Female,48,Technology,1,1050,Debit Card,10/04/2021,Metropol AVM,1050,2021-04,41-60
I264763,C200700,Female,35,Toys,5,179.2,Cash,06/08/2021,Mall of Istanbul,896,2021-08,26-40
I276538,C288346,Male,35,Food & Beverage,2,10.46,Cash,11/08/2021,Zorlu Center,20.92,2021-08,26-40
I210978,C234710,Male,69,Toys,1,35.84,Debit Card,06/02/2022,Viaport Outlet,35.84,2022-02,60+
I880316,C245002,Male,56,Clothing,4,1200.32,Debit Card,02/02/2021,Metrocity,4801.28,2021-02,41-60
I228228,C254929,Female,26,Food & Beverage,1,5.23,Cash,09/09/2022,Mall of Istanbul,5.23,2022-09,26-40
I363010,C266726,Female,20,Clothing,5,1500.4,Credit Card,07/02/2021,Metropol AVM,7502,2021-02,18-25
I207161,C198024,Female,38,Food & Beverage,3,15.69,Cash,10/06/2022,Kanyon,47.07,2022-06,26-40
I120604,C298001,Male,37,Clothing,1,300.08,Cash,01/11/2023,Zorlu Center,300.08,2023-11,26-40
I849414,C293643,Female,48,Toys,2,71.68,Debit Card,12/10/2022,Mall of Istanbul,143.36,2022-10,41-60
I668634,C515154,Male,41,Cosmetics,5,203.3,Cash,12/06/2021,Metropol AVM,1016.5,2021-06,41-60
I238961,C100697,Male,40,Cosmetics,5,203.3,Credit Card,06/08/2021,Forum Istanbul,1016.5,2021-08,26-40
I121682,C150661,Male,25,Cosmetics,5,203.3,Cash,09/03/2022,Cevahir AVM,1016.5,2022-03,18-25
I780368,C966499,Male,27,Clothing,5,1500.4,Credit Card,04/12/2021,Viaport Outlet,7502,2021-12,26-40
I132036,C377832,Female,63,Clothing,3,900.24,Debit Card,12/01/2021,Mall of Istanbul,2700.72,2021-01,60+
I130449,C145727,Female,63,Cosmetics,5,203.3,Debit Card,12/02/2022,Viaport Outlet,1016.5,2022-02,60+
I314098,C860586,Female,49,Clothing,4,1200.32,Cash,03/03/2022,Kanyon,4801.28,2022-03,41-60
I336589,C831145,Female,37,Food & Beverage,1,5.23,Cash,04/11/2021,Mall of Istanbul,5.23,2021-11,26-40
I718758,C338064,Male,56,Cosmetics,3,121.98,Credit Card,10/12/2022,Kanyon,365.94,2022-12,41-60
I779461,C561436,Female,21,Toys,5,179.2,Cash,07/12/2022,Istinye Park,896,2022-12,18-25
I284333,C912499,Female,54,Clothing,5,1500.4,Debit Card,06/06/2021,Metrocity,7502,2021-06,41-60
I126685,C137191,Male,61,Clothing,1,300.08,Debit Card,05/10/2022,Kanyon,300.08,2022-10,60+
I175815,C417788,Female,53,Clothing,2,600.16,Cash,09/01/2022,Forum Istanbul,1200.32,2022-01,41-60
I306430,C291229,Male,59,Souvenir,4,46.92,Debit Card,07/11/2022,Viaport Outlet,187.68,2022-11,41-60
I124420,C247312,Female,27,Shoes,4,2400.68,Credit Card,04/04/2021,Metrocity,9602.72,2021-04,26-40
I584796,C151897,Male,46,Shoes,1,600.17,Credit Card,05/01/2021,Mall of Istanbul,600.17,2021-01,41-60
I985417,C118631,Female,64,Food & Beverage,5,26.15,Cash,12/07/2021,Mall of Istanbul,130.75,2021-07,60+
I218056,C267378,Male,49,Souvenir,2,23.46,Cash,12/05/2022,Metropol AVM,46.92,2022-05,41-60
I758917,C247942,Male,31,Food & Beverage,2,10.46,Credit Card,07/08/2022,Istinye Park,20.92,2022-08,26-40
I242751,C288315,Male,23,Food & Beverage,1,5.23,Credit Card,03/11/2021,Mall of Istanbul,5.23,2021-11,18-25
I878521,C142886,Female,54,Books,2,30.3,Cash,06/02/2022,Mall of Istanbul,60.6,2022-02,41-60
I227176,C104453,Female,64,Shoes,5,3000.85,Cash,04/03/2022,Cevahir AVM,15004.25,2022-03,60+
I582430,C280470,Female,22,Food & Beverage,1,5.23,Credit Card,06/09/2022,Mall of Istanbul,5.23,2022-09,18-25
I172773,C291331,Female,56,Food & Beverage,5,26.15,Cash,07/08/2022,Mall of Istanbul,130.75,2022-08,41-60
I202439,C211004,Female,19,Technology,1,1050,Cash,11/11/2022,Mall of Istanbul,1050,2022-11,18-25
I225253,C328999,Male,48,Clothing,4,1200.32,Debit Card,07/06/2021,Forum Istanbul,4801.28,2021-06,41-60
I107216,C173856,Female,57,Food & Beverage,3,15.69,Debit Card,10/04/2021,Viaport Outlet,47.07,2021-04,41-60
I135039,C247245,Male,49,Shoes,3,1800.51,Debit Card,03/05/2023,Metrocity,5401.53,2023-05,41-60
I702504,C130976,Female,21,Clothing,3,900.24,Debit Card,05/06/2021,Metrocity,2700.72,2021-06,18-25
I171572,C263385,Female,36,Clothing,4,1200.32,Credit Card,07/04/2021,Metropol AVM,4801.28,2021-04,26-40
I249326,C150815,Male,52,Shoes,4,2400.68,Credit Card,02/12/2022,Mall of Istanbul,9602.72,2022-12,41-60
I927474,C197148,Male,62,Clothing,2,600.16,Credit Card,07/07/2021,Metropol AVM,1200.32,2021-07,60+
I336683,C578461,Male,19,Food & Beverage,4,20.92,Credit Card,03/02/2023,Metropol AVM,83.68,2023-02,18-25
I575142,C244591,Male,20,Clothing,4,1200.32,Cash,04/07/2022,Kanyon,4801.28,2022-07,18-25
I274043,C318445,Female,41,Books,3,45.45,Cash,04/06/2021,Emaar Square Mall,136.35,2021-06,41-60
I219888,C240495,Male,45,Toys,2,71.68,Cash,11/07/2022,Kanyon,143.36,2022-07,41-60
I620995,C111627,Female,45,Clothing,2,600.16,Cash,09/05/2021,Kanyon,1200.32,2021-05,41-60
I230570,C230153,Female,31,Clothing,1,300.08,Debit Card,01/10/2023,Metrocity,300.08,2023-10,26-40
I323149,C844217,Female,46,Cosmetics,1,40.66,Debit Card,01/11/2022,Metropol AVM,40.66,2022-11,41-60
I370577,C285940,Male,24,Books,3,45.45,Cash,02/11/2023,Kanyon,136.35,2023-11,18-25
I196027,C276201,Male,49,Cosmetics,1,40.66,Cash,05/04/2022,Metrocity,40.66,2022-04,41-60
I386685,C170592,Female,65,Clothing,3,900.24,Cash,06/04/2022,Mall of Istanbul,2700.72,2022-04,60+
I614781,C109091,Male,61,Toys,3,107.52,Cash,10/04/2021,Metrocity,322.56,2021-04,60+
I169182,C687204,Male,50,Clothing,3,900.24,Cash,10/02/2022,Kanyon,2700.72,2022-02,41-60
I450251,C209392,Female,31,Clothing,3,900.24,Debit Card,08/10/2021,Metrocity,2700.72,2021-10,26-40
I292129,C464599,Male,23,Cosmetics,4,162.64,Cash,09/12/2022,Zorlu Center,650.56,2022-12,18-25
I165331,C225430,Female,37,Books,2,30.3,Credit Card,05/04/2022,Mall of Istanbul,60.6,2022-04,26-40
I185481,C287590,Female,61,Toys,5,179.2,Credit Card,12/06/2022,Mall of Istanbul,896,2022-06,60+
I336809,C852598,Female,27,Cosmetics,4,162.64,Cash,11/12/2021,Metrocity,650.56,2021-12,26-40
I202445,C142037,Male,60,Cosmetics,5,203.3,Debit Card,01/02/2023,Kanyon,1016.5,2023-02,41-60
I453156,C157582,Male,40,Clothing,5,1500.4,Cash,03/06/2023,Forum Istanbul,7502,2023-06,26-40
I105626,C134354,Female,49,Toys,2,71.68,Credit Card,06/08/2021,Forum Istanbul,143.36,2021-08,41-60
I282279,C263099,Female,18,Cosmetics,4,162.64,Credit Card,06/10/2021,Istinye Park,650.56,2021-10,18-25
I947146,C242392,Female,46,Clothing,4,1200.32,Debit Card,08/05/2021,Mall of Istanbul,4801.28,2021-05,41-60
I247644,C260435,Female,48,Clothing,4,1200.32,Debit Card,01/09/2021,Forum Istanbul,4801.28,2021-09,41-60
I164316,C148763,Male,27,Cosmetics,3,121.98,Credit Card,05/01/2022,Metrocity,365.94,2022-01,26-40
I185855,C129530,Female,67,Clothing,5,1500.4,Credit Card,11/01/2021,Mall of Istanbul,7502,2021-01,60+
I130466,C278477,Female,20,Food & Beverage,2,10.46,Debit Card,03/06/2023,Kanyon,20.92,2023-06,18-25
I329944,C769112,Female,30,Food & Beverage,2,10.46,Credit Card,11/05/2022,Mall of Istanbul,20.92,2022-05,26-40
I381253,C122646,Female,68,Souvenir,4,46.92,Credit Card,10/02/2022,Mall of Istanbul,187.68,2022-02,60+
I197476,C235174,Female,26,Clothing,3,900.24,Credit Card,08/01/2022,Kanyon,2700.72,2022-01,26-40
I259914,C115147,Male,68,Cosmetics,5,203.3,Cash,12/12/2021,Metropol AVM,1016.5,2021-12,60+
I102232,C282538,Female,40,Toys,2,71.68,Credit Card,12/03/2022,Mall of Istanbul,143.36,2022-03,26-40
I982355,C121700,Female,64,Toys,3,107.52,Cash,12/03/2022,Kanyon,322.56,2022-03,60+
I765365,C219101,Female,38,Cosmetics,5,203.3,Credit Card,07/02/2021,Viaport Outlet,1016.5,2021-02,26-40
I486259,C282741,Male,44,Clothing,2,600.16,Debit Card,04/10/2021,Mall of Istanbul,1200.32,2021-10,41-60
I184970,C847945,Female,58,Food & Beverage,5,26.15,Debit Card,05/08/2021,Mall of Istanbul,130.75,2021-08,41-60
I272417,C645725,Male,63,Clothing,5,1500.4,Debit Card,02/01/2023,Kanyon,7502,2023-01,60+
I130804,C334457,Female,65,Shoes,4,2400.68,Cash,08/08/2021,Metropol AVM,9602.72,2021-08,60+
I191200,C237237,Male,53,Toys,2,71.68,Credit Card,07/10/2022,Kanyon,143.36,2022-10,41-60
I134925,C313120,Male,21,Cosmetics,1,40.66,Cash,04/02/2021,Metropol AVM,40.66,2021-02,18-25
I206605,C831515,Female,45,Books,1,15.15,Debit Card,03/09/2022,Mall of Istanbul,15.15,2022-09,41-60
I759107,C224563,Male,59,Cosmetics,2,81.32,Debit Card,04/11/2022,Viaport Outlet,162.64,2022-11,41-60
I327662,C323486,Female,57,Souvenir,2,23.46,Credit Card,12/02/2022,Mall of Istanbul,46.92,2022-02,41-60
I298234,C310884,Female,56,Shoes,2,1200.34,Debit Card,02/04/2023,Mall of Istanbul,2400.68,2023-04,41-60
I156925,C316922,Female,44,Food & Beverage,5,26.15,Credit Card,02/06/2023,Emaar Square Mall,130.75,2023-06,41-60
I960775,C434425,Male,65,Food & Beverage,2,10.46,Credit Card,09/09/2021,Metrocity,20.92,2021-09,60+
I926753,C197046,Female,58,Shoes,5,3000.85,Cash,07/12/2022,Istinye Park,15004.25,2022-12,41-60
I776033,C297846,Male,52,Technology,1,1050,Credit Card,03/12/2021,Emaar Square Mall,1050,2021-12,41-60
I297973,C277760,Male,26,Clothing,1,300.08,Debit Card,03/01/2023,Kanyon,300.08,2023-01,26-40
I136270,C129091,Male,36,Clothing,2,600.16,Cash,09/09/2021,Mall of Istanbul,1200.32,2021-09,26-40
I186355,C183701,Female,67,Clothing,1,300.08,Credit Card,07/08/2021,Kanyon,300.08,2021-08,60+
I290103,C237050,Male,31,Books,5,75.75,Credit Card,11/02/2021,Metrocity,378.75,2021-02,26-40
I283247,C689207,Male,20,Shoes,3,1800.51,Cash,01/12/2021,Metropol AVM,5401.53,2021-12,18-25
I262180,C182102,Male,68,Clothing,5,1500.4,Cash,06/10/2021,Metropol AVM,7502,2021-10,60+
I199752,C293846,Male,36,Technology,1,1050,Cash,01/08/2023,Kanyon,1050,2023-08,26-40
I158519,C122399,Female,68,Cosmetics,4,162.64,Cash,03/04/2021,Cevahir AVM,650.56,2021-04,60+
I573599,C258976,Female,65,Cosmetics,2,81.32,Cash,11/10/2022,Metrocity,162.64,2022-10,60+
I323912,C316277,Female,31,Toys,5,179.2,Cash,05/10/2021,Forum Istanbul,896,2021-10,26-40
I224644,C231310,Female,42,Books,1,15.15,Debit Card,01/03/2023,Mall of Istanbul,15.15,2023-03,41-60
I249921,C103459,Female,46,Clothing,4,1200.32,Cash,12/12/2021,Kanyon,4801.28,2021-12,41-60
I309677,C227555,Female,48,Clothing,1,300.08,Cash,02/06/2022,Metrocity,300.08,2022-06,41-60
I122038,C176064,Male,63,Clothing,5,1500.4,Cash,01/12/2021,Metrocity,7502,2021-12,60+
I127439,C275679,Female,42,Food & Beverage,3,15.69,Cash,06/12/2021,Cevahir AVM,47.07,2021-12,41-60
I185797,C197677,Male,65,Food & Beverage,4,20.92,Cash,08/11/2022,Emaar Square Mall,83.68,2022-11,60+
I273910,C774809,Female,42,Clothing,3,900.24,Debit Card,11/04/2021,Zorlu Center,2700.72,2021-04,41-60
I438108,C303880,Female,33,Clothing,3,900.24,Debit Card,01/08/2023,Kanyon,2700.72,2023-08,26-40
I183263,C141995,Male,48,Clothing,1,300.08,Cash,08/03/2022,Metropol AVM,300.08,2022-03,41-60
I328496,C177250,Female,45,Technology,2,2100,Cash,06/04/2021,Cevahir AVM,4200,2021-04,41-60
I118458,C111929,Female,42,Technology,4,4200,Cash,05/12/2022,Kanyon,16800,2022-12,41-60
I114544,C921790,Male,59,Food & Beverage,2,10.46,Cash,08/07/2022,Viaport Outlet,20.92,2022-07,41-60
I133183,C735371,Male,38,Food & Beverage,1,5.23,Cash,04/11/2021,Metrocity,5.23,2021-11,26-40
I117487,C148203,Female,50,Clothing,3,900.24,Credit Card,08/01/2022,Istinye Park,2700.72,2022-01,41-60
I242129,C273720,Female,59,Clothing,4,1200.32,Debit Card,07/10/2021,Metrocity,4801.28,2021-10,41-60
I959023,C114864,Female,40,Clothing,4,1200.32,Debit Card,04/08/2022,Metropol AVM,4801.28,2022-08,26-40
I302792,C612273,Female,61,Shoes,1,600.17,Cash,11/07/2021,Istinye Park,600.17,2021-07,60+
I122382,C241277,Female,66,Clothing,1,300.08,Cash,07/11/2022,Viaport Outlet,300.08,2022-11,60+
I379244,C808518,Male,44,Souvenir,4,46.92,Cash,12/10/2021,Mall of Istanbul,187.68,2021-10,41-60
I199714,C264103,Male,18,Food & Beverage,3,15.69,Credit Card,09/08/2022,Metropol AVM,47.07,2022-08,18-25
I145948,C909960,Female,20,Food & Beverage,5,26.15,Cash,12/11/2022,Zorlu Center,130.75,2022-11,18-25
I242475,C276859,Male,45,Cosmetics,2,81.32,Credit Card,02/09/2021,Emaar Square Mall,162.64,2021-09,41-60
I129092,C316905,Male,45,Toys,2,71.68,Debit Card,02/06/2021,Metrocity,143.36,2021-06,41-60
I774042,C218756,Female,25,Food & Beverage,3,15.69,Cash,06/11/2021,Istinye Park,47.07,2021-11,18-25
I298061,C304368,Male,30,Cosmetics,2,81.32,Credit Card,01/07/2022,Mall of Istanbul,162.64,2022-07,26-40
I219843,C191991,Male,46,Clothing,1,300.08,Credit Card,05/11/2021,Metrocity,300.08,2021-11,41-60
I137743,C269687,Male,33,Food & Beverage,5,26.15,Debit Card,12/08/2022,Emaar Square Mall,130.75,2022-08,26-40
I475180,C408480,Male,46,Food & Beverage,2,10.46,Cash,05/11/2021,Istinye Park,20.92,2021-11,41-60
I139558,C196970,Male,41,Food & Beverage,4,20.92,Credit Card,03/08/2023,Metrocity,83.68,2023-08,41-60
I310280,C167567,Male,48,Clothing,4,1200.32,Credit Card,10/09/2021,Mall of Istanbul,4801.28,2021-09,41-60
I391936,C230738,Male,33,Books,2,30.3,Cash,09/03/2021,Zorlu Center,60.6,2021-03,26-40
I146143,C240976,Female,64,Clothing,1,300.08,Debit Card,01/07/2022,Metrocity,300.08,2022-07,60+
I312125,C210754,Female,38,Cosmetics,3,121.98,Cash,07/08/2022,Kanyon,365.94,2022-08,26-40
I186528,C208726,Female,35,Technology,2,2100,Credit Card,07/01/2021,Metropol AVM,4200,2021-01,26-40
I870434,C164762,Female,56,Clothing,1,300.08,Cash,02/05/2023,Mall of Istanbul,300.08,2023-05,41-60
I356273,C321016,Male,27,Shoes,3,1800.51,Debit Card,09/07/2021,Cevahir AVM,5401.53,2021-07,26-40
I199654,C136710,Male,21,Clothing,1,300.08,Credit Card,09/06/2022,Kanyon,300.08,2022-06,18-25
I263420,C484754,Female,21,Cosmetics,3,121.98,Credit Card,12/07/2022,Mall of Istanbul,365.94,2022-07,18-25
I114856,C800714,Male,31,Clothing,3,900.24,Cash,03/07/2021,Kanyon,2700.72,2021-07,26-40
I233334,C207363,Female,55,Cosmetics,4,162.64,Debit Card,12/12/2021,Forum Istanbul,650.56,2021-12,41-60
I312112,C829413,Male,68,Clothing,1,300.08,Cash,11/03/2021,Mall of Istanbul,300.08,2021-03,60+
I148744,C184558,Male,36,Food & Beverage,4,20.92,Credit Card,04/02/2022,Kanyon,83.68,2022-02,26-40
I305238,C224344,Female,27,Clothing,2,600.16,Cash,09/10/2021,Metropol AVM,1200.32,2021-10,26-40
I142454,C339016,Male,53,Shoes,2,1200.34,Debit Card,08/11/2021,Istinye Park,2400.68,2021-11,41-60
I155899,C412961,Female,31,Cosmetics,3,121.98,Credit Card,10/12/2021,Metrocity,365.94,2021-12,26-40
I164644,C209659,Female,54,Food & Beverage,2,10.46,Debit Card,03/03/2023,Emaar Square Mall,20.92,2023-03,41-60
I259202,C126982,Female,66,Cosmetics,3,121.98,Debit Card,09/01/2022,Forum Istanbul,365.94,2022-01,60+
I150852,C169061,Female,32,Shoes,5,3000.85,Cash,01/09/2023,Kanyon,15004.25,2023-09,26-40
I279759,C235751,Male,32,Shoes,5,3000.85,Debit Card,02/11/2021,Mall of Istanbul,15004.25,2021-11,26-40
I484978,C362614,Male,45,Clothing,1,300.08,Cash,03/04/2023,Kanyon,300.08,2023-04,41-60
I116197,C120376,Female,65,Clothing,4,1200.32,Cash,03/09/2022,Metrocity,4801.28,2022-09,60+
I280992,C324260,Male,30,Clothing,5,1500.4,Cash,06/03/2022,Mall of Istanbul,7502,2022-03,26-40
I966409,C502453,Female,20,Technology,3,3150,Credit Card,03/10/2021,Metropol AVM,9450,2021-10,18-25
I156917,C274686,Female,53,Toys,5,179.2,Credit Card,02/03/2022,Istinye Park,896,2022-03,41-60
I289916,C583841,Male,18,Books,5,75.75,Cash,03/09/2021,Kanyon,378.75,2021-09,18-25
I301043,C583461,Female,18,Cosmetics,2,81.32,Credit Card,03/06/2023,Mall of Istanbul,162.64,2023-06,18-25
I226069,C289779,Female,49,Shoes,5,3000.85,Cash,08/03/2021,Mall of Istanbul,15004.25,2021-03,41-60
I307962,C129813,Male,19,Clothing,5,1500.4,Credit Card,08/01/2021,Mall of Istanbul,7502,2021-01,18-25
I483913,C263692,Female,26,Clothing,1,300.08,Cash,01/02/2021,Istinye Park,300.08,2021-02,26-40
I633017,C155067,Female,57,Clothing,5,1500.4,Debit Card,01/04/2022,Mall of Istanbul,7502,2022-04,41-60
I209310,C122428,Female,30,Clothing,1,300.08,Credit Card,04/05/2021,Istinye Park,300.08,2021-05,26-40
I180201,C286295,Female,54,Technology,2,2100,Cash,01/09/2023,Metropol AVM,4200,2023-09,41-60
I159449,C242103,Female,57,Clothing,3,900.24,Credit Card,10/09/2021,Metrocity,2700.72,2021-09,41-60
I251849,C312106,Female,67,Clothing,1,300.08,Credit Card,01/10/2022,Mall of Istanbul,300.08,2022-10,60+
I130408,C173740,Female,47,Clothing,1,300.08,Credit Card,08/10/2022,Kanyon,300.08,2022-10,41-60
I312669,C209920,Female,43,Clothing,3,900.24,Debit Card,12/07/2022,Mall of Istanbul,2700.72,2022-07,41-60
I228772,C178543,Male,34,Cosmetics,4,162.64,Cash,09/01/2022,Metropol AVM,650.56,2022-01,26-40
I146589,C553000,Female,52,Food & Beverage,4,20.92,Cash,07/11/2021,Kanyon,83.68,2021-11,41-60
I144800,C154724,Male,65,Cosmetics,2,81.32,Debit Card,02/10/2021,Metropol AVM,162.64,2021-10,60+
I108889,C316746,Female,44,Clothing,5,1500.4,Cash,10/07/2022,Istinye Park,7502,2022-07,41-60
